2352,1700,1825,2498,1442,3482,56,4453,4908,1297,1551,4944,1757,1637,2424,1703,4926,3099,2745,3314,163,3669,3604,3354,33,4754,4772,2124,1744,2286,4060,3326,4332,4925,2083,2418,2125,1456,1407,4816,1472,1817,1118,1418,1401,3295,102,3202,4669,1396
010000,001000,010000,011100,001000,010000,010000,010000,000010,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,010000,011100,010000,001000,011000,010100,000010,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000010,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,010000,011100,010000,001000,011100,010100,000110,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000001,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,000001,011100,010000,001000,011100,010100,000010,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000001,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,010000,011100,011000,001000,011100,010100,000010,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000010,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,010000,011100,010000,001000,011000,010100,000010,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010110,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000010,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,000001,011100,011000,001000,011100,010100,000110,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000001,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,010000,011100,010000,000001,011000,011100,000110,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000010,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,010000,011100,010000,001000,011100,010100,000110,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010110,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000001,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,010000,011100,010000,001000,011000,010100,000010,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000001,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,000001,011100,010000,001000,011100,010100,000110,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000010,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,010000,011100,010000,001000,011000,010100,000010,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000010,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,010000,011100,010000,001000,011000,010100,000110,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000010,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,010000,011100,010000,001000,011000,011100,000110,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000001,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,010000,011100,010000,001000,011100,010100,000110,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000010,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,010000,011100,010000,001000,011100,010100,000110,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000010,010000,000010,001000,001110,010100,011100,011100,001000,010000,000010,010000,000001,001000,000001,010000,011100,011000,001000,011000,010100,000110,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000010,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,000001,011100,010000,001000,011000,011100,000110,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
010000,001000,010000,011100,001000,010000,010000,010000,000001,010000,000010,001000,001110,010100,011100,011100,001000,011000,000010,010000,000001,001000,000001,010000,011100,010000,001000,011000,010100,000010,001100,000001,110100,010000,010000,000001,011010,011100,010010,000100,011100,000010,000100,001000,011010,000001,010010,010000,001000,000001
